"X","Y"
-0.0962590773067708,0.0632600046556984
-1.18915207404317,-1.78280440755007
0.706207022991542,2.82492518636035
0.354207143877577,1.68999775891935
-0.81518898552579,-1.40182480306009
0.275541521081109,-0.0162214629216463
0.497855536939137,1.00914182163537
0.645414156351502,0.258321598714745
-0.0122766542233017,0.249412178294172
0.40578545233698,0.505938493454907
0.189360054285873,0.88745904296611
0.253754051773016,0.545487039522648
-0.88127350804621,0.205393499236483
0.485445084008632,1.43415169211384
0.276018362443043,-0.0293576589272771
0.0145802591922327,0.373169713548136
-0.181071537886075,0.462176118409707
0.121463173714344,-1.11661047785449
-0.152709201805671,0.0361289986559508
-0.338877208521439,0.219314070361257
-1.46948728986613,-1.72970101801671
-2.02398725046067,-1.13555829290375
-0.624336281672069,-0.257332488904325
-1.62555577656191,-1.00336683254877
-0.67130590447829,-2.24667782853137
-0.0335257471517457,0.718672747346788
0.198179809536955,0.381256786447137
-0.63029273337944,-0.0897024758439116
-0.694460643800555,0.533411392798842
-0.411059118662514,0.712575478035058
0.221464974231996,1.68096135544240
0.430316124954996,0.504565244422453
-1.62176659813420,-0.0852144876427054
-0.881526856414648,0.229922323383187
-1.3192875841495,0.0269379632874171
0.404600053659747,0.644533564497338
1.12817344490934,1.49725854460476
0.0242484213120240,0.382307653466023
-0.399749792485403,-0.41280923134344
0.0857939068657727,-0.666316793613442
-0.217844669409035,0.410058708890068
0.101279872558566,-0.354068636380733
0.291323502766035,1.55419054704138
-1.42132579845577,-1.05731922279780
1.27533882744670,1.48806834104077
-1.33076195534297,-1.57278080268752
-1.46502902788164,-0.863516432481153
-0.73855874296236,-0.908568905792217
-1.0322620171297,-1.30139200592853
0.113170727116302,0.896154050079126
0.91919340924307,1.12882720970287
1.16598015024504,0.659869395803068
-0.510324020491206,0.125574170995936
0.402248606314259,-1.36124222753105
1.50840633229241,1.05141508114306
-0.0993367959397775,0.475155911521128
-1.68282463491938,-1.46473050944639
1.59695877056436,1.51155754000328
-1.42797666297740,-2.32106398250954
0.032181380290259,-0.632773925740163
-0.365429645914812,-1.00843694129249
-0.139792143062885,-0.489598862190532
0.726662617532964,-0.490684851011695
0.624672197488779,-0.384769487731315
-0.677140890214805,-2.05509660807856
0.961414302112068,0.89281066636568
-0.825252637188436,-0.146310114013805
-0.841836691908339,0.0792426334736374
-0.71354424896016,-1.05741283306549
0.0337801627427798,-1.43439552019390
0.341626243720724,0.755093220814433
1.00670181096576,-0.528188176144368
0.573694176518087,-0.0756922030476085
-1.21351913872158,-0.990696105211669
-0.736297426142734,-0.522505878617601
-2.06269652141687,-4.1795907232782
0.447273739933432,-0.162822136351166
0.397741049762161,0.235436719028905
0.894249623435022,0.241478483591325
0.348961870008293,-0.0887754909137499
-2.35811789284763,-2.11819862738219
-1.75870473564960,-0.930791820424535
-0.214654815794900,-0.364565132444249
-1.44695444030523,-1.45984223615762
-0.790453778909652,-0.485188038242227
-0.910768414609466,-1.03804134609615
-0.982542853459464,-0.70254308489336
1.26941556933395,1.67529655235065
-0.84366792156708,-1.53797539123186
-0.731538158231426,-0.0343297050992025
0.113917805159083,0.216582127598852
0.487199954717381,0.180953534440224
-0.293081920501777,0.0898687165658726
-1.39938198913010,-1.50242779163934
